,,,1753138800762,,2,,522,Project Name,,0,,,"5,221.50",1502,,,,,,,,,,,,,,,,
https://www.kickstarter.com/projects/bamatick/season-1-a-winter-cold-a-5e-compatible-adventure-module/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9449363#9449363,,https://www.kicktraq.com/projects/bamatick/season-1-a-winter-cold-a-5e-compatible-adventure-module/,5E,,,"Season 1: A Winter, Cold a 5e compatible adventure module",January 30 2023,Y,USD,152.00,1,152.00,Y,N,Y,$152,152.00%,Ended,152,1707436214927,January 6 2023,Bamatick makes roleplaying game adventure modules for popular and esoteric RPGs,https://ksr-ugc.imgix.net/assets/039/597/742/5b233115603d279e4c2e0076dbcd0a2c_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1672937154&auto=format&frame=1&q=92&s=93644bff4ec7e4c713627728214f0881,"[size=14][b][url=https://www.kickstarter.com/projects/bamatick/season-1-a-winter-cold-a-5e-compatible-adventure-module/?ref=kicktraq]Season 1: A Winter, Cold a 5e compatible adventure module[/url][/b][/size][q]Bamatick makes roleplaying game adventure modules for popular and esoteric RPGs[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/597/742/5b233115603d279e4c2e0076dbcd0a2c_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1672937154&auto=format&frame=1&q=92&s=93644bff4ec7e4c713627728214f0881[/inlineimg][/floatleft][b]Deadline:[/b]01-30-2023[url=https://www.kicktraq.com/projects/bamatick/season-1-a-winter-cold-a-5e-compatible-adventure-module/][IMG]https://www.kicktraq.com/projects/bamatick/season-1-a-winter-cold-a-5e-compatible-adventure-module//minichart.png[/IMG][/url]",$100.00,,152.00,,
https://www.kickstarter.com/projects/278542219/nightfell-sons-of-the-moon/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9460849#item9460849,,https://www.kicktraq.com/projects/278542219/nightfell-sons-of-the-moon/,5E,,,Nightfell - Children of the Moon,February 1 2023,Y,EUR,"183,312.00",1.10096,"201,819.18",Y,N,Y,"€183,312",916.00%,Ended,201819.18,1707436214939,January 11 2023,"Howl at the Moon and experience lycanthropy in all its shapes, in the Gold ENnies Award winner world of Iùrmen for 5e.",https://ksr-ugc.imgix.net/assets/039/625/625/45ae7142b471e15a51ade999e84f779e_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1673280164&auto=format&frame=1&q=92&s=090fa5dd9f383bb43b43089bc7d08278,"[size=14][b][url=https://www.kickstarter.com/projects/278542219/nightfell-sons-of-the-moon/?ref=kicktraq]Nightfell - Children of the Moon[/url][/b][/size][q]Howl at the Moon and experience lycanthropy in all its shapes, in the Gold ENnies Award winner world of Iùrmen for 5e.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/625/625/45ae7142b471e15a51ade999e84f779e_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1673280164&auto=format&frame=1&q=92&s=090fa5dd9f383bb43b43089bc7d08278[/inlineimg][/floatleft][b]Deadline:[/b]02-01-2023[url=https://www.kicktraq.com/projects/278542219/nightfell-sons-of-the-moon/][IMG]https://www.kicktraq.com/projects/278542219/nightfell-sons-of-the-moon//minichart.png[/IMG][/url]","$22,032.66",,"201,819.18",,
https://www.kickstarter.com/projects/redpandapublish/azraels-guide-to-the-apocalypse/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9440059#item9440059,,https://www.kicktraq.com/projects/redpandapublish/azraels-guide-to-the-apocalypse/,5E,,,Azrael's Guide to the Apocalypse,February 2 2023,Y,USD,"57,366.00",1,"57,366.00",Y,N,Y,"$57,366",573.00%,Ended,57366,1707436214941,January 3 2023,An apocalyptic adventure through the biblical book of Revelation. This Fifth Edition (5E) campaign is for character levels 10-20.,https://ksr-ugc.imgix.net/assets/039/300/548/11244cc6f10faac71046a9410ec1e16a_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1669168102&auto=format&frame=1&q=92&s=24fe0c5a650d8146fae4dd01e75577d8,[size=14][b][url=https://www.kickstarter.com/projects/redpandapublish/azraels-guide-to-the-apocalypse/?ref=kicktraq]Azrael's Guide to the Apocalypse[/url][/b][/size][q]An apocalyptic adventure through the biblical book of Revelation. This Fifth Edition (5E) campaign is for character levels 10-20.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/300/548/11244cc6f10faac71046a9410ec1e16a_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1669168102&auto=format&frame=1&q=92&s=24fe0c5a650d8146fae4dd01e75577d8[/inlineimg][/floatleft][b]Deadline:[/b]02-02-2023[url=https://www.kicktraq.com/projects/redpandapublish/azraels-guide-to-the-apocalypse/][IMG]https://www.kicktraq.com/projects/redpandapublish/azraels-guide-to-the-apocalypse//minichart.png[/IMG][/url],"$10,011.52",,"57,366.00",,
https://www.kickstarter.com/projects/steampunkette/paranormal-power/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9440051#item9440051,,https://www.kicktraq.com/projects/steampunkette/paranormal-power/,5E,,,Paranormal Power,February 2 2023,Y,USD,"21,378.00",1,"21,378.00",Y,N,Y,"$21,378",4275.00%,Ended,21378,1707436214942,January 3 2023,A psionics option for 5e and A5e,https://ksr-ugc.imgix.net/assets/039/580/762/61de9b0eff9ec9f6512165734f9de253_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1672773191&auto=format&frame=1&q=92&s=f3d17d0ca51121c9fdb8761ad87fb009,[size=14][b][url=https://www.kickstarter.com/projects/steampunkette/paranormal-power/?ref=kicktraq]Paranormal Power[/url][/b][/size][q]A psionics option for 5e and A5e[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/580/762/61de9b0eff9ec9f6512165734f9de253_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1672773191&auto=format&frame=1&q=92&s=f3d17d0ca51121c9fdb8761ad87fb009[/inlineimg][/floatleft][b]Deadline:[/b]02-02-2023[url=https://www.kicktraq.com/projects/steampunkette/paranormal-power/][IMG]https://www.kicktraq.com/projects/steampunkette/paranormal-power//minichart.png[/IMG][/url],$500.07,,"21,378.00",,
https://www.kickstarter.com/projects/dnd5e/adaptable-encounters-the-lance-and-starship-5e-and-osr/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9458917#item9458917,,https://www.kicktraq.com/projects/dnd5e/adaptable-encounters-the-lance-and-starship-5e-and-osr/,5E,https://rpggeek.com/rpgfamily/27257/retro-clones,,Adaptable Encounters - The Lance and Starship (5e & OSR),February 3 2023,Y,MXN,"184,693.00",0.05272152,"9,737.30",Y,N,Y,"MX$184,693",18460.00%,Ended,9737.3,1707436214944,January 10 2023,"A selection of ready-to-play encounters set in space and chivalry scenarios to add to your GM toolbox, for 5th Edition DnD and OSR",https://ksr-ugc.imgix.net/assets/039/559/824/f0947ace1dc9c51865e5d0cfb36b6bb3_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1672469414&auto=format&frame=1&q=92&s=430b20ae3336179c67a8b097f6ccff54,"[size=14][b][url=https://www.kickstarter.com/projects/dnd5e/adaptable-encounters-the-lance-and-starship-5e-and-osr/?ref=kicktraq]Adaptable Encounters - The Lance and Starship (5e & OSR)[/url][/b][/size][q]A selection of ready-to-play encounters set in space and chivalry scenarios to add to your GM toolbox, for 5th Edition DnD and OSR[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/559/824/f0947ace1dc9c51865e5d0cfb36b6bb3_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1672469414&auto=format&frame=1&q=92&s=430b20ae3336179c67a8b097f6ccff54[/inlineimg][/floatleft][b]Deadline:[/b]02-03-2023[url=https://www.kicktraq.com/projects/dnd5e/adaptable-encounters-the-lance-and-starship-5e-and-osr/][IMG]https://www.kicktraq.com/projects/dnd5e/adaptable-encounters-the-lance-and-starship-5e-and-osr//minichart.png[/IMG][/url]",$52.75,,"9,737.30",,1
https://www.kickstarter.com/projects/legendarygames/mechanical-monsters-clockworks-and-cyborgs-for-5e?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9463140#item9463140,,https://www.kicktraq.com/projects/legendarygames/mechanical-monsters-clockworks-and-cyborgs-for-5e/,5E,,,Mechanical Monsters: Clockworks & Cyborgs for 5E,February 3 2023,Y,USD,"53,975.00",1,"53,975.00",Y,N,Y,"$53,975",5397.00%,Ended,53975,1707436214945,January 12 2023,"A killer collection of monstrous machines, cyborgs, constructs, & robots for 5th Edition!",https://ksr-ugc.imgix.net/assets/039/640/570/271e42892ccbd3df17eb8f192d14d41d_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1673420499&auto=format&frame=1&q=92&s=c285789219a6c2069682c3c51de9c76d,"[size=14][b][url=https://www.kickstarter.com/projects/legendarygames/mechanical-monsters-clockworks-and-cyborgs-for-5e?ref=kicktraq]Mechanical Monsters: Clockworks & Cyborgs for 5E[/url][/b][/size][q]A killer collection of monstrous machines, cyborgs, constructs, & robots for 5th Edition![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/640/570/271e42892ccbd3df17eb8f192d14d41d_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1673420499&auto=format&frame=1&q=92&s=c285789219a6c2069682c3c51de9c76d[/inlineimg][/floatleft][b]Deadline:[/b]02-03-2023[url=https://www.kicktraq.com/projects/legendarygames/mechanical-monsters-clockworks-and-cyborgs-for-5e/][IMG]https://www.kicktraq.com/projects/legendarygames/mechanical-monsters-clockworks-and-cyborgs-for-5e//minichart.png[/IMG][/url]","$1,000.09",,"53,975.00",,
https://www.kickstarter.com/projects/crimsonterrain/dungeon-dives/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9479431#9479431,,https://www.kicktraq.com/projects/crimsonterrain/dungeon-dives/,5E,,,Dungeon Dives,February 3 2023,Y,USD,"1,225.00",1.08265,"1,326.25",Y,N,Y,"$1,225",1225.00%,Ended,1326.25,1707436214946,January 19 2023,"Explore the depths of danger and adventure with Dungeon Dives - 5 ready-to-use, fully detailed dungeon crawls.",https://ksr-ugc.imgix.net/assets/039/705/523/34d6c6f9bda621ebe05d607be300763d_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1674081254&auto=format&frame=1&q=92&s=78593d70c96ef1b406d458285ac54395,"[size=14][b][url=https://www.kickstarter.com/projects/crimsonterrain/dungeon-dives/?ref=kicktraq]Dungeon Dives[/url][/b][/size][q]Explore the depths of danger and adventure with Dungeon Dives - 5 ready-to-use, fully detailed dungeon crawls.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/705/523/34d6c6f9bda621ebe05d607be300763d_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1674081254&auto=format&frame=1&q=92&s=78593d70c96ef1b406d458285ac54395[/inlineimg][/floatleft][b]Deadline:[/b]02-03-2023[url=https://www.kicktraq.com/projects/crimsonterrain/dungeon-dives/][IMG]https://www.kicktraq.com/projects/crimsonterrain/dungeon-dives//minichart.png[/IMG][/url]",$108.27,,"1,326.25",,
https://www.kickstarter.com/projects/laidbackdm/shotglass-adventures-two-1-one-shots?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9495439#item9495439,,https://www.kicktraq.com/projects/laidbackdm/shotglass-adventures-two-1-one-shots/,5E,https://rpggeek.com/rpgfamily/27257/retro-clones,,SHOTGLASS ADVENTURES: Two $1 One-Shots!,February 8 2023,Y,AUD,"4,908.00",0.692875,"3,400.63",Y,N,Y,"$4,908 AUD",981.00%,Ended,3400.63,1707436214949,January 24 2023,"Two One-Page One-Shots for DnD 5e, OSR & Advanced / 1e, including full monster stats for 5e & OSR and grid and grid-less maps!",https://ksr-ugc.imgix.net/assets/039/689/485/b01ad983d2a075b07b1c8d5fe508fc62_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1673952504&auto=format&frame=1&q=92&s=24f069f0b2a9ea29b4414777b3187780,"[size=14][b][url=https://www.kickstarter.com/projects/laidbackdm/shotglass-adventures-two-1-one-shots?ref=kicktraq]SHOTGLASS ADVENTURES: Two $1 One-Shots![/url][/b][/size][q]Two One-Page One-Shots for DnD 5e, OSR & Advanced / 1e, including full monster stats for 5e & OSR and grid and grid-less maps![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/689/485/b01ad983d2a075b07b1c8d5fe508fc62_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1673952504&auto=format&frame=1&q=92&s=24f069f0b2a9ea29b4414777b3187780[/inlineimg][/floatleft][b]Deadline:[/b]02-08-2023[url=https://www.kicktraq.com/projects/laidbackdm/shotglass-adventures-two-1-one-shots/][IMG]https://www.kicktraq.com/projects/laidbackdm/shotglass-adventures-two-1-one-shots//minichart.png[/IMG][/url]",$346.65,,"3,400.63",,1
https://www.kickstarter.com/projects/enworld/level-up-a5e-gate-pass-gazette-annual-2022/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9458916#item9458916,,https://www.kicktraq.com/projects/enworld/level-up-a5e-gate-pass-gazette-annual-2022/,5E,https://rpggeek.com/rpg/72676/level-advanced-5th-edition,,Level Up: A5E Gate Pass Gazette Annual 2022,February 9 2023,Y,GBP,"53,945.00",1.211565,"65,357.87",Y,N,Y,"£53,945",5394.00%,Ended,65357.87,1707436214954,January 10 2023,"A hardcover compilation of archetypes, feats, spells, heritages, monsters, and more for Level Up: Advanced 5th Edition!",https://ksr-ugc.imgix.net/assets/039/561/055/186d05df349d583cc531d34c5f4aa194_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1672497225&auto=format&frame=1&q=92&s=deb2fce8242a77a203af7568a24f6033,"[size=14][b][url=https://www.kickstarter.com/projects/enworld/level-up-a5e-gate-pass-gazette-annual-2022/?ref=kicktraq]Level Up: A5E Gate Pass Gazette Annual 2022[/url][/b][/size][q]A hardcover compilation of archetypes, feats, spells, heritages, monsters, and more for Level Up: Advanced 5th Edition![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/561/055/186d05df349d583cc531d34c5f4aa194_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1672497225&auto=format&frame=1&q=92&s=deb2fce8242a77a203af7568a24f6033[/inlineimg][/floatleft][b]Deadline:[/b]02-09-2023[url=https://www.kicktraq.com/projects/enworld/level-up-a5e-gate-pass-gazette-annual-2022/][IMG]https://www.kicktraq.com/projects/enworld/level-up-a5e-gate-pass-gazette-annual-2022//minichart.png[/IMG][/url]","$1,211.68",,"65,357.87",,
https://www.kickstarter.com/projects/oneeyedwerebear/cutthroats-and-competition-a-5e-drop-and-play-adventure/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9458911#item9458911,,https://www.kicktraq.com/projects/oneeyedwerebear/cutthroats-and-competition-a-5e-drop-and-play-adventure/,5E,,,Cutthroats and Competition: A 5e Drop-and-Play Adventure,February 9 2023,Y,CAD,"3,035.00",0.743445,"2,256.36",Y,N,Y,"$3,035 CAD",1517.00%,Ended,2256.36,1707436214951,January 10 2023,Dungeon delving with a twist: a deadly race to the prize.,https://ksr-ugc.imgix.net/assets/039/637/629/d1f1b6f091dce77aae7f4989351f8ca4_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1673387519&auto=format&frame=1&q=92&s=3f29a6ad1ad2941e6320bf65ca58ffc0,[size=14][b][url=https://www.kickstarter.com/projects/oneeyedwerebear/cutthroats-and-competition-a-5e-drop-and-play-adventure/?ref=kicktraq]Cutthroats and Competition: A 5e Drop-and-Play Adventure[/url][/b][/size][q]Dungeon delving with a twist: a deadly race to the prize.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/637/629/d1f1b6f091dce77aae7f4989351f8ca4_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1673387519&auto=format&frame=1&q=92&s=3f29a6ad1ad2941e6320bf65ca58ffc0[/inlineimg][/floatleft][b]Deadline:[/b]02-09-2023[url=https://www.kicktraq.com/projects/oneeyedwerebear/cutthroats-and-competition-a-5e-drop-and-play-adventure/][IMG]https://www.kicktraq.com/projects/oneeyedwerebear/cutthroats-and-competition-a-5e-drop-and-play-adventure//minichart.png[/IMG][/url],$148.74,,"2,256.36",,
https://www.kickstarter.com/projects/blackcubegames/golden-tokens-dandd-5e-supplement/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9458918#item9458918,,https://www.kicktraq.com/projects/blackcubegames/golden-tokens-dandd-5e-supplement/,5E,,,Golden Tokens (D&D 5e Supplement),February 9 2023,Y,EUR,"1,284.00",1.07392,"1,378.91",Y,N,Y,"€1,284",2568.00%,Ended,1378.91,1707436214952,January 10 2023,"DnD Monsters, NPC, and PC tokens",https://ksr-ugc.imgix.net/assets/039/640/676/cee18ba1248bbc52238e153a4e79ac5a_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1673421576&auto=format&frame=1&q=92&s=0e2d25c57ac557627d900c79493dfcf5,"[size=14][b][url=https://www.kickstarter.com/projects/blackcubegames/golden-tokens-dandd-5e-supplement/?ref=kicktraq]Golden Tokens (D&D 5e Supplement)[/url][/b][/size][q]DnD Monsters, NPC, and PC tokens[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/640/676/cee18ba1248bbc52238e153a4e79ac5a_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1673421576&auto=format&frame=1&q=92&s=0e2d25c57ac557627d900c79493dfcf5[/inlineimg][/floatleft][b]Deadline:[/b]02-09-2023[url=https://www.kicktraq.com/projects/blackcubegames/golden-tokens-dandd-5e-supplement/][IMG]https://www.kicktraq.com/projects/blackcubegames/golden-tokens-dandd-5e-supplement//minichart.png[/IMG][/url]",$53.70,,"1,378.91",,
https://www.kickstarter.com/projects/awfullyqueerheroes/saphyx-spectacular-spell-compendiums-for-5e/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9458910#item9458910,,https://www.kicktraq.com/projects/awfullyqueerheroes/saphyx-spectacular-spell-compendiums-for-5e/,5E,,,Saphyx Spectacular Spell Compendiums for 5e - Make100,February 9 2023,Y,GBP,"7,433.00",1.211565,"9,005.56",Y,N,Y,"£7,433",297.00%,Ended,9005.56,1707436214953,January 10 2023,Two Spellbooks with 100 spells in each. Cantrip to 2nd & 3rd to 5th levels respectively,https://ksr-ugc.imgix.net/assets/038/692/143/e16c55903abcdb6448d0de5c9db83512_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1664039596&auto=format&frame=1&q=92&s=8a235ef648da22aad27450f5693ec5ca,[size=14][b][url=https://www.kickstarter.com/projects/awfullyqueerheroes/saphyx-spectacular-spell-compendiums-for-5e/?ref=kicktraq]Saphyx Spectacular Spell Compendiums for 5e - Make100[/url][/b][/size][q]Two Spellbooks with 100 spells in each. Cantrip to 2nd & 3rd to 5th levels respectively[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/692/143/e16c55903abcdb6448d0de5c9db83512_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1664039596&auto=format&frame=1&q=92&s=8a235ef648da22aad27450f5693ec5ca[/inlineimg][/floatleft][b]Deadline:[/b]02-09-2023[url=https://www.kicktraq.com/projects/awfullyqueerheroes/saphyx-spectacular-spell-compendiums-for-5e/][IMG]https://www.kicktraq.com/projects/awfullyqueerheroes/saphyx-spectacular-spell-compendiums-for-5e//minichart.png[/IMG][/url],"$3,032.18",,"9,005.56",,
https://www.kickstarter.com/projects/sardonmagus/book-of-counted-objects/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9458923#item9458923,,https://www.kicktraq.com/projects/sardonmagus/book-of-counted-objects/,5E,,,Book of Counted Objects,February 9 2023,Y,USD,"3,071.00",1,"3,071.00",Y,N,Y,"$3,071",118.00%,Ended,3071,1707436214955,January 10 2023,100 fully illustrated 5e magic items with back story and some NPC's,https://ksr-ugc.imgix.net/assets/039/507/656/eda2e4aef4ab559748c2531051356e87_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1671635209&auto=format&frame=1&q=92&s=c16e2ed7a265f23cb0dfd0cb21fdf9cd,[size=14][b][url=https://www.kickstarter.com/projects/sardonmagus/book-of-counted-objects/?ref=kicktraq]Book of Counted Objects[/url][/b][/size][q]100 fully illustrated 5e magic items with back story and some NPC's[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/507/656/eda2e4aef4ab559748c2531051356e87_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1671635209&auto=format&frame=1&q=92&s=c16e2ed7a265f23cb0dfd0cb21fdf9cd[/inlineimg][/floatleft][b]Deadline:[/b]02-09-2023[url=https://www.kicktraq.com/projects/sardonmagus/book-of-counted-objects/][IMG]https://www.kicktraq.com/projects/sardonmagus/book-of-counted-objects//minichart.png[/IMG][/url],"$2,602.54",,"3,071.00",,
https://www.kickstarter.com/projects/mediastreampress/multiverse-mansion-5e-campaign-setting/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9458922#item9458922,,https://www.kicktraq.com/projects/mediastreampress/multiverse-mansion-5e-campaign-setting/,5E,,,Multiverse Mansion - 5E DND Setting & Full Campaign,February 9 2023,Y,USD,"4,137.00",1,"4,137.00",Y,N,Y,"$4,137",827.00%,Ended,4137,1707436214955,January 10 2023,Enter into a competition to earn immortality and a mansion floating in the multiverse! Your adventures could take you anywhere!,https://ksr-ugc.imgix.net/assets/039/174/994/ae7c37e45c01b619bf57aa637fcce9ec_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1667959657&auto=format&frame=1&q=92&s=de1e979346d9eca1bac3b3c435ecfc3a,[size=14][b][url=https://www.kickstarter.com/projects/mediastreampress/multiverse-mansion-5e-campaign-setting/?ref=kicktraq]Multiverse Mansion - 5E DND Setting & Full Campaign[/url][/b][/size][q]Enter into a competition to earn immortality and a mansion floating in the multiverse! Your adventures could take you anywhere![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/174/994/ae7c37e45c01b619bf57aa637fcce9ec_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1667959657&auto=format&frame=1&q=92&s=de1e979346d9eca1bac3b3c435ecfc3a[/inlineimg][/floatleft][b]Deadline:[/b]02-09-2023[url=https://www.kicktraq.com/projects/mediastreampress/multiverse-mansion-5e-campaign-setting/][IMG]https://www.kicktraq.com/projects/mediastreampress/multiverse-mansion-5e-campaign-setting//minichart.png[/IMG][/url],$500.24,,"4,137.00",,
https://www.kickstarter.com/projects/odos/one-dollar-one-shot-the-salmon-of-knowledge/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9518253#item9518253,,https://www.kicktraq.com/projects/odos/one-dollar-one-shot-the-salmon-of-knowledge/,5E,,,One Dollar One Shot - The Salmon of Knowledge,February 10 2023,Y,USD,"10,035.00",1,"10,035.00",Y,N,Y,"$10,035",4014.00%,Ended,10035,1707436214959,February 3 2023,"A 5e adventure with new monsters, magic items, maps, original art, lore, and more. All for ONLY $1!",https://ksr-ugc.imgix.net/assets/039/714/899/dd3c6a4bc31574c2f74d9c763db04d0d_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1674167833&auto=format&frame=1&q=92&s=52bc11c713283cd03bf139f7475017ee,"[size=14][b][url=https://www.kickstarter.com/projects/odos/one-dollar-one-shot-the-salmon-of-knowledge/?ref=kicktraq]One Dollar One Shot - The Salmon of Knowledge[/url][/b][/size][q]A 5e adventure with new monsters, magic items, maps, original art, lore, and more. All for ONLY $1![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/714/899/dd3c6a4bc31574c2f74d9c763db04d0d_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1674167833&auto=format&frame=1&q=92&s=52bc11c713283cd03bf139f7475017ee[/inlineimg][/floatleft][b]Deadline:[/b]02-10-2023[url=https://www.kicktraq.com/projects/odos/one-dollar-one-shot-the-salmon-of-knowledge/][IMG]https://www.kicktraq.com/projects/odos/one-dollar-one-shot-the-salmon-of-knowledge//minichart.png[/IMG][/url]",$250.00,,"10,035.00",,
https://www.kickstarter.com/projects/ericbleney/terror-in-ravenswood-5e/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9503893#item9503893,,https://www.kicktraq.com/projects/ericbleney/terror-in-ravenswood-5e/,5E,,,Terror in Ravenswood 5E,February 11 2023,Y,CAD,"1,042.00",0.7468539,778.22,Y,N,Y,"$1,042 CAD",2084.00%,Ended,778.22,1707436214963,January 27 2023,An epic adventure through the treacherous Mines of Ravenswood for characters level 1 to 3.,https://ksr-ugc.imgix.net/assets/039/779/435/ea940f57e4c3f54036d640b057d0686b_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1674840206&auto=format&frame=1&q=92&s=d7c0ed9e7297b99b1e13cb95ecd8eed4,[size=14][b][url=https://www.kickstarter.com/projects/ericbleney/terror-in-ravenswood-5e/?ref=kicktraq]Terror in Ravenswood 5E[/url][/b][/size][q]An epic adventure through the treacherous Mines of Ravenswood for characters level 1 to 3.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/779/435/ea940f57e4c3f54036d640b057d0686b_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1674840206&auto=format&frame=1&q=92&s=d7c0ed9e7297b99b1e13cb95ecd8eed4[/inlineimg][/floatleft][b]Deadline:[/b]02-11-2023[url=https://www.kicktraq.com/projects/ericbleney/terror-in-ravenswood-5e/][IMG]https://www.kicktraq.com/projects/ericbleney/terror-in-ravenswood-5e//minichart.png[/IMG][/url],$37.34,,778.22,,
