,,365,1740264705041,,516,441,,Project Name,,0,,,188.00,,,,,,68,,,,,,,,,,,
https://www.kickstarter.com/projects/1775185920/across-a-thousand-dead-worlds?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8724918#item8724918,,https://www.kicktraq.com/projects/1775185920/across-a-thousand-dead-worlds/,RPG,,,Across a Thousand Dead Worlds,January 31 2022,Y,EUR,"106,101.00",1.12315,"119,167.34",Y,N,Y,"€106,101",530.00%,Ended,119167.34,1676332269538,January 17 2022,A sci-fi role-playing game for 1 to 5 players - explore alien sites and traverse undiscovered planets for fame and fortune!,https://ksr-ugc.imgix.net/assets/036/077/940/bb729f52ea3fc197457af29cae72dac2_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1642285206&auto=format&frame=1&q=92&s=93fce164d3eb65e8b4dc8d5e059015a6,[size=14][b][url=https://www.kickstarter.com/projects/1775185920/across-a-thousand-dead-worlds?ref=discovery_category_newest]Across a Thousand Dead Worlds[/url][/b][/size][q]A sci-fi role-playing game for 1 to 5 players - explore alien sites and traverse undiscovered planets for fame and fortune![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/077/940/bb729f52ea3fc197457af29cae72dac2_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1642285206&auto=format&frame=1&q=92&s=93fce164d3eb65e8b4dc8d5e059015a6[/inlineimg][/floatleft][b]Deadline:[/b]01-31-2022[url=https://www.kicktraq.com/projects/1775185920/across-a-thousand-dead-worlds/][IMG]https://www.kicktraq.com/projects/1775185920/across-a-thousand-dead-worlds//minichart.png[/IMG][/url],"$22,484.40",,"119,167.34",,
https://www.kickstarter.com/projects/tabletoptotality/tales-of-drakuva-adventures-in-thistledown?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8701341#item8701341,,https://www.kicktraq.com/projects/tabletoptotality/tales-of-drakuva-adventures-in-thistledown/,5E,,,Tales of Drakuva: Adventures in Thistledown,February 1 2022,Y,USD,"1,787.00",1,Not Funded,N,N,N,"$1,787",35.00%,Ended,0,1676332269539,January 2 2022,We are creating a pre-made adventure and world setting to be used with Dungeon and Dragons 5th edition's Open Gaming License.,https://ksr-ugc.imgix.net/assets/035/947/897/adb385ac06bdefc28347622fd0235ff0_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1640823313&auto=format&frame=1&q=92&s=a69a1d21b9e48240047e7470b40dddd8,[size=14][b][url=https://www.kickstarter.com/projects/tabletoptotality/tales-of-drakuva-adventures-in-thistledown?ref=discovery_category_newest]Tales of Drakuva: Adventures in Thistledown[/url][/b][/size][q]We are creating a pre-made adventure and world setting to be used with Dungeon and Dragons 5th edition's Open Gaming License.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/035/947/897/adb385ac06bdefc28347622fd0235ff0_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1640823313&auto=format&frame=1&q=92&s=a69a1d21b9e48240047e7470b40dddd8[/inlineimg][/floatleft][b]Deadline:[/b]02-01-2022[url=https://www.kicktraq.com/projects/tabletoptotality/tales-of-drakuva-adventures-in-thistledown/][IMG]https://www.kicktraq.com/projects/tabletoptotality/tales-of-drakuva-adventures-in-thistledown//minichart.png[/IMG][/url],,5105.714286,,,
https://www.kickstarter.com/projects/imperialcardguild/imperial-card-guild-five-rpg-encounter-cards-for-5?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8701344#item8701344,,https://www.kicktraq.com/projects/imperialcardguild/imperial-card-guild-five-rpg-encounter-cards-for-5/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Imperial Card Guild: Five RPG Encounter Cards for $5,February 1 2022,Y,EUR,727.00,1.12725,Not Funded,N,N,N,€727,72.00%,Ended,0,1676332269540,January 2 2022,Five RPG encounter cards that will immerse your party into your world and create new adventures.,https://ksr-ugc.imgix.net/assets/035/735/046/46ff22afcfc3344c89e26e7bd7517bee_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1638326189&auto=format&frame=1&q=92&s=19bfa4f8e36cde103c1e8ef4dda9bc54,[size=14][b][url=https://www.kickstarter.com/projects/imperialcardguild/imperial-card-guild-five-rpg-encounter-cards-for-5?ref=discovery_category_newest]Imperial Card Guild: Five RPG Encounter Cards for $5[/url][/b][/size][q]Five RPG encounter cards that will immerse your party into your world and create new adventures.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/035/735/046/46ff22afcfc3344c89e26e7bd7517bee_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1638326189&auto=format&frame=1&q=92&s=19bfa4f8e36cde103c1e8ef4dda9bc54[/inlineimg][/floatleft][b]Deadline:[/b]02-01-2022[url=https://www.kicktraq.com/projects/imperialcardguild/imperial-card-guild-five-rpg-encounter-cards-for-5/][IMG]https://www.kicktraq.com/projects/imperialcardguild/imperial-card-guild-five-rpg-encounter-cards-for-5//minichart.png[/IMG][/url],,1138.209375,,,
https://www.kickstarter.com/projects/ericfrombloatgames/survive-this-dark-places-and-demogorgons-class-compendium?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485?itemid=8727600#item8727600,,https://www.kicktraq.com/projects/ericfrombloatgames/survive-this-dark-places-and-demogorgons-class-compendium/,non-5E,https://rpggeek.com/rpg/43644/dark-places-demogorgons,,SURVIVE THIS!! Dark Places & Demogorgons Class Compendium,February 1 2022,Y,USD,"3,150.00",1,"3,150.00",Y,N,Y,"$3,150",262.00%,Ended,3150,1676332269541,January 18 2022,"A compilation of all existing DP&D Classes, +10 New Classes, 30 New Spells, Updated Skills, Levels, and more!",https://ksr-ugc.imgix.net/assets/036/092/541/8ca4228614f91faed34840b040da7cb7_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1642452177&auto=format&frame=1&q=92&s=af7d522ee54317daa4b344b3bab8a82d,"[size=14][b][url=https://www.kickstarter.com/projects/ericfrombloatgames/survive-this-dark-places-and-demogorgons-class-compendium?ref=discovery_category_newest]SURVIVE THIS!! Dark Places & Demogorgons Class Compendium[/url][/b][/size][q]A compilation of all existing DP&D Classes, +10 New Classes, 30 New Spells, Updated Skills, Levels, and more![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/092/541/8ca4228614f91faed34840b040da7cb7_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1642452177&auto=format&frame=1&q=92&s=af7d522ee54317daa4b344b3bab8a82d[/inlineimg][/floatleft][b]Deadline:[/b]02-01-2022[url=https://www.kicktraq.com/projects/ericfrombloatgames/survive-this-dark-places-and-demogorgons-class-compendium/][IMG]https://www.kicktraq.com/projects/ericfrombloatgames/survive-this-dark-places-and-demogorgons-class-compendium//minichart.png[/IMG][/url]","$1,202.29",,"3,150.00",,1
https://www.kickstarter.com/projects/warehouse23/hexagram-9-an-old-school-rpg-zine-for-the-fantasy-trip?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8742986#item8742986,,https://www.kicktraq.com/projects/warehouse23/hexagram-9-an-old-school-rpg-zine-for-the-fantasy-trip/,non-5E,https://rpggeek.com/rpg/445/fantasy-trip,,"Hexagram #9, an Old-School RPG Zine for The Fantasy Trip",February 2 2022,Y,USD,"17,176.00",1,"17,176.00",Y,N,Y,"$17,176",1717.00%,Ended,17176,1676332269543,January 26 2022,A retro-style collection of articles for and about Steve Jackson's The Fantasy Trip roleplaying game.,https://ksr-ugc.imgix.net/assets/036/176/378/45ce7e884b3695d989ab1573a5fba47c_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1643211083&auto=format&frame=1&q=92&s=2978de696f1723fe6cf0925b6c48f220,"[size=14][b][url=https://www.kickstarter.com/projects/warehouse23/hexagram-9-an-old-school-rpg-zine-for-the-fantasy-trip?ref=discovery_category_newest]Hexagram #9, an Old-School RPG Zine for The Fantasy Trip[/url][/b][/size][q]A retro-style collection of articles for and about Steve Jackson's The Fantasy Trip roleplaying game.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/176/378/45ce7e884b3695d989ab1573a5fba47c_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1643211083&auto=format&frame=1&q=92&s=2978de696f1723fe6cf0925b6c48f220[/inlineimg][/floatleft][b]Deadline:[/b]02-02-2022[url=https://www.kicktraq.com/projects/warehouse23/hexagram-9-an-old-school-rpg-zine-for-the-fantasy-trip/][IMG]https://www.kicktraq.com/projects/warehouse23/hexagram-9-an-old-school-rpg-zine-for-the-fantasy-trip//minichart.png[/IMG][/url]","$1,000.35",,"17,176.00",,
https://www.kickstarter.com/projects/murkygreymatter/colonized-an-alien-invasion-rpg/description,https://rpggeek.com/geeklist/293485/item/8686066#item8686066,,https://www.kicktraq.com/projects/murkygreymatter/colonized-an-alien-invasion-rpg/,RPG,,,Colonized an alien invasion RPG,February 2 2022,Y,USD,"1,242.00",1,Not Funded,N,Y,N,"$1,242",4.00%,Cancelled,0,1676332269542,January 1 2022,Colonized is a rpg set on earth that has been overran by alien invaders. It has quick play and pushes for creative problem solving.,https://ksr-ugc.imgix.net/assets/035/893/336/1aacd57f5e40205ad491586eb23dfb21_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1640039621&auto=format&frame=1&q=92&s=e3595f4a2f3227459a8794975d2c4285,[size=14][b][url=https://www.kickstarter.com/projects/murkygreymatter/colonized-an-alien-invasion-rpg/description]Colonized an alien invasion RPG[/url][/b][/size][q]Colonized is a rpg set on earth that has been overran by alien invaders. It has quick play and pushes for creative problem solving.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/035/893/336/1aacd57f5e40205ad491586eb23dfb21_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1640039621&auto=format&frame=1&q=92&s=e3595f4a2f3227459a8794975d2c4285[/inlineimg][/floatleft][b]Deadline:[/b]02-02-2022[url=https://www.kicktraq.com/projects/murkygreymatter/colonized-an-alien-invasion-rpg/][IMG]https://www.kicktraq.com/projects/murkygreymatter/colonized-an-alien-invasion-rpg//minichart.png[/IMG][/url],,31050,,,
https://www.kickstarter.com/projects/plothooks/disaster-hamsters-2?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8701321#item8701321,,https://www.kicktraq.com/projects/plothooks/disaster-hamsters-2/,5E,,,Disaster Hamsters 2,February 3 2022,Y,USD,"9,567.00",1,Not Funded,N,N,N,"$9,567",42.00%,Ended,0,1676332269544,January 4 2022,"A hamster TTRPG book, featuring a campaign setting full of sentient critters, an epic adventure, and hamster mechanics for 5e!",https://ksr-ugc.imgix.net/assets/035/355/263/85daec0a08f93e3edaa02b77e9cea48e_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1635194880&auto=format&frame=1&q=92&s=7c6166b091fc207808d24bc800b21dbe,"[size=14][b][url=https://www.kickstarter.com/projects/plothooks/disaster-hamsters-2?ref=discovery_category_newest]Disaster Hamsters 2[/url][/b][/size][q]A hamster TTRPG book, featuring a campaign setting full of sentient critters, an epic adventure, and hamster mechanics for 5e![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/035/355/263/85daec0a08f93e3edaa02b77e9cea48e_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1635194880&auto=format&frame=1&q=92&s=7c6166b091fc207808d24bc800b21dbe[/inlineimg][/floatleft][b]Deadline:[/b]02-03-2022[url=https://www.kicktraq.com/projects/plothooks/disaster-hamsters-2/][IMG]https://www.kicktraq.com/projects/plothooks/disaster-hamsters-2//minichart.png[/IMG][/url]",,22778.57143,,,
https://www.kickstarter.com/projects/wyrmworkspublishing/limitless-heroics-better-worlds-via-dice-and-disabilities-5e?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8701324#item8701324,,https://www.kicktraq.com/projects/wyrmworkspublishing/limitless-heroics-better-worlds-via-dice-and-disabilities-5e/,5E,,,Limitless Heroics: Better worlds via Dice & Disabilities 5e,February 3 2022,Y,USD,"85,089.00",1,"85,089.00",Y,N,Y,"$85,089",850.00%,Ended,85089,1676332269545,January 4 2022,"Comprehensive game mechanics for including Characters with Disabilities, Mental Illness, and Neurodivergence in Fifth Edition",https://ksr-ugc.imgix.net/assets/035/851/104/8ef51ddd6eded8c4009c7b5c0a3354bf_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1639531136&auto=format&frame=1&q=92&s=b4ec6254effe2b25b86ddaa0b9f9c3dd,"[size=14][b][url=https://www.kickstarter.com/projects/wyrmworkspublishing/limitless-heroics-better-worlds-via-dice-and-disabilities-5e?ref=discovery_category_newest]Limitless Heroics: Better worlds via Dice & Disabilities 5e[/url][/b][/size][q]Comprehensive game mechanics for including Characters with Disabilities, Mental Illness, and Neurodivergence in Fifth Edition[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/035/851/104/8ef51ddd6eded8c4009c7b5c0a3354bf_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1639531136&auto=format&frame=1&q=92&s=b4ec6254effe2b25b86ddaa0b9f9c3dd[/inlineimg][/floatleft][b]Deadline:[/b]02-03-2022[url=https://www.kicktraq.com/projects/wyrmworkspublishing/limitless-heroics-better-worlds-via-dice-and-disabilities-5e/][IMG]https://www.kicktraq.com/projects/wyrmworkspublishing/limitless-heroics-better-worlds-via-dice-and-disabilities-5e//minichart.png[/IMG][/url]","$10,010.47",,"85,089.00",,
https://www.kickstarter.com/projects/nerdarchy/mage-forge-magic-items-for-5th-edition?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8701338#item8701338,,https://www.kicktraq.com/projects/nerdarchy/mage-forge-magic-items-for-5th-edition/,5E,,,Mage Forge - Magic Items for 5th Edition,February 3 2022,Y,USD,"39,912.00",1,"39,912.00",Y,N,Y,"$39,912",159.00%,Ended,39912,1676332269545,January 4 2022,Deluxe Box Set of 250 Tarot Sized Magic Item Cards for the world's greatest roleplaying game!,https://ksr-ugc.imgix.net/assets/035/909/138/7b972524296742e663df43edcd35bc35_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1640217909&auto=format&frame=1&q=92&s=87c4b3255a6e1a7a5026a5115f6a317f,[size=14][b][url=https://www.kickstarter.com/projects/nerdarchy/mage-forge-magic-items-for-5th-edition?ref=discovery_category_newest]Mage Forge - Magic Items for 5th Edition[/url][/b][/size][q]Deluxe Box Set of 250 Tarot Sized Magic Item Cards for the world's greatest roleplaying game![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/035/909/138/7b972524296742e663df43edcd35bc35_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1640217909&auto=format&frame=1&q=92&s=87c4b3255a6e1a7a5026a5115f6a317f[/inlineimg][/floatleft][b]Deadline:[/b]02-03-2022[url=https://www.kicktraq.com/projects/nerdarchy/mage-forge-magic-items-for-5th-edition/][IMG]https://www.kicktraq.com/projects/nerdarchy/mage-forge-magic-items-for-5th-edition//minichart.png[/IMG][/url],"$25,101.89",,"39,912.00",,
https://www.kickstarter.com/projects/thomasdenmark/gunslinger-strange-science-in-the-wild-west-roleplaying-game?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8729545#item8729545,,https://www.kicktraq.com/projects/thomasdenmark/gunslinger-strange-science-in-the-wild-west-roleplaying-game/,non-5E,https://rpggeek.com/rpg/27331/warriors-red-planet,,Gunslinger-Strange Science in the Wild West Roleplaying Game,February 3 2022,Y,USD,"2,626.00",1,"2,626.00",Y,N,Y,"$2,626",525.00%,Ended,2626,1676332269548,January 19 2022,Gunslinger On the Arizona Hills is the prelude to the Princess of the Red Planet Adventure for Warriors of the Red Planet.,https://ksr-ugc.imgix.net/assets/035/736/852/c8865caed695b99cf9197e6513c8f2c9_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1638343127&auto=format&frame=1&q=92&s=5c75acf25a78f7be90cdc76aab4ddea3,[size=14][b][url=https://www.kickstarter.com/projects/thomasdenmark/gunslinger-strange-science-in-the-wild-west-roleplaying-game?ref=discovery_category_newest]Gunslinger-Strange Science in the Wild West Roleplaying Game[/url][/b][/size][q]Gunslinger On the Arizona Hills is the prelude to the Princess of the Red Planet Adventure for Warriors of the Red Planet.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/035/736/852/c8865caed695b99cf9197e6513c8f2c9_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1638343127&auto=format&frame=1&q=92&s=5c75acf25a78f7be90cdc76aab4ddea3[/inlineimg][/floatleft][b]Deadline:[/b]02-03-2022[url=https://www.kicktraq.com/projects/thomasdenmark/gunslinger-strange-science-in-the-wild-west-roleplaying-game/][IMG]https://www.kicktraq.com/projects/thomasdenmark/gunslinger-strange-science-in-the-wild-west-roleplaying-game//minichart.png[/IMG][/url],$500.19,,"2,626.00",,
https://www.kickstarter.com/projects/yusem/hull-breach-vol-1?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8701022#item8701022,,https://www.kicktraq.com/projects/yusem/hull-breach-vol-1/,non-5E,https://rpggeek.com/rpg/48770/mothership,,HULL BREACH Vol. 1,February 3 2022,Y,USD,"481,023.00",1,"481,023.00",Y,N,Y,"$481,023",4810.00%,Ended,481023,1676332269546,January 4 2022,"A sci-fi horror anthology digest for the Mothership RPG. A manifest of new, eclectic terrors from 20 independent authors.",https://ksr-ugc.imgix.net/assets/035/192/116/bb3eeba419cc8c4f0927eef2d6e925f0_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1633982314&auto=format&frame=1&q=92&s=ede20a280e8ee69650079640bb2280de,"[size=14][b][url=https://www.kickstarter.com/projects/yusem/hull-breach-vol-1?ref=discovery_category_newest]HULL BREACH Vol. 1[/url][/b][/size][q]A sci-fi horror anthology digest for the Mothership RPG. A manifest of new, eclectic terrors from 20 independent authors.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/035/192/116/bb3eeba419cc8c4f0927eef2d6e925f0_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1633982314&auto=format&frame=1&q=92&s=ede20a280e8ee69650079640bb2280de[/inlineimg][/floatleft][b]Deadline:[/b]02-03-2022[url=https://www.kicktraq.com/projects/yusem/hull-breach-vol-1/][IMG]https://www.kicktraq.com/projects/yusem/hull-breach-vol-1//minichart.png[/IMG][/url]","$10,000.48",,"481,023.00",,1
https://www.kickstarter.com/projects/geargames/vulcania-beyond-the-storm-ttrpg?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485?itemid=8727598#item8727598,,https://www.kicktraq.com/projects/geargames/vulcania-beyond-the-storm-ttrpg/,non-5E,https://rpggeek.com/rpg/54446/vulcania-role-playing-game,,Vulcania - Beyond the Storm TTRPG,February 3 2022,Y,EUR,"32,156.00",1.1436,"36,773.60",Y,N,Y,"€32,156.00",643.00%,Ended,36773.6,1676332269547,January 18 2022,"The magmapunk TTRPG Vulcania is back! Join the crew, roam the Old World skies and discover the New World beyond the storm!",https://ksr-ugc.imgix.net/assets/036/050/733/039525fa2f41bdce50426c14a126169c_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1642009650&auto=format&frame=1&q=92&s=8ed8e2b771c9a4ef2a109cbc1c9eb505,"[size=14][b][url=https://www.kickstarter.com/projects/geargames/vulcania-beyond-the-storm-ttrpg?ref=discovery_category_newest]Vulcania - Beyond the Storm TTRPG[/url][/b][/size][q]The magmapunk TTRPG Vulcania is back! Join the crew, roam the Old World skies and discover the New World beyond the storm![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/050/733/039525fa2f41bdce50426c14a126169c_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1642009650&auto=format&frame=1&q=92&s=8ed8e2b771c9a4ef2a109cbc1c9eb505[/inlineimg][/floatleft][b]Deadline:[/b]02-03-2022[url=https://www.kicktraq.com/projects/geargames/vulcania-beyond-the-storm-ttrpg/][IMG]https://www.kicktraq.com/projects/geargames/vulcania-beyond-the-storm-ttrpg//minichart.png[/IMG][/url]","$5,719.07",,"36,773.60",,
https://www.kickstarter.com/projects/482738549/menagerie-of-adventures-1-three-dandd-5e-adventures?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8720003#item8720003,,https://www.kicktraq.com/projects/482738549/menagerie-of-adventures-1-three-dandd-5e-adventures/,5E,,,Menagerie of Adventures #1: Three D&D 5e Adventures,February 4 2022,Y,USD,"4,323.00",1,"4,323.00",Y,N,Y,"$4,323",1729.00%,Ended,4323,1676332269551,January 14 2022,"A collection of three D&D 5e adventures. Get involved in politics, guard a caravan, and explore a ziggurat.",https://ksr-ugc.imgix.net/assets/036/005/108/27f5133ba3d4ec2b73752f03721531b8_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1641533308&auto=format&frame=1&q=92&s=fbb4a010ec619107fe2d729325d24323,"[size=14][b][url=https://www.kickstarter.com/projects/482738549/menagerie-of-adventures-1-three-dandd-5e-adventures?ref=discovery_category_newest]Menagerie of Adventures #1: Three D&D 5e Adventures[/url][/b][/size][q]A collection of three D&D 5e adventures. Get involved in politics, guard a caravan, and explore a ziggurat.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/005/108/27f5133ba3d4ec2b73752f03721531b8_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1641533308&auto=format&frame=1&q=92&s=fbb4a010ec619107fe2d729325d24323[/inlineimg][/floatleft][b]Deadline:[/b]02-04-2022[url=https://www.kicktraq.com/projects/482738549/menagerie-of-adventures-1-three-dandd-5e-adventures/][IMG]https://www.kicktraq.com/projects/482738549/menagerie-of-adventures-1-three-dandd-5e-adventures//minichart.png[/IMG][/url]",$250.03,,"4,323.00",,
https://www.kickstarter.com/projects/metgames/the-wounded-god-by-met-games?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8701316#item8701316,,https://www.kicktraq.com/projects/metgames/the-wounded-god-by-met-games/,RPG,,,The Wounded God by Met Games,February 4 2022,Y,GBP,251.00,1.35399,339.85,Y,N,Y,£251,278.00%,Ended,339.85,1676332269549,January 5 2022,A fresh and exciting TTRPG game for the true adventurer who dares to explore the terrors and wonders that are the universe of the Met.,https://ksr-ugc.imgix.net/assets/035/964/326/30ff2aad5998b4e4b15e00d831507dd1_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1641061728&auto=format&frame=1&q=92&s=c8a135d136bb1ea9008c4967639b1420,[size=14][b][url=https://www.kickstarter.com/projects/metgames/the-wounded-god-by-met-games?ref=discovery_category_newest]The Wounded God by Met Games[/url][/b][/size][q]A fresh and exciting TTRPG game for the true adventurer who dares to explore the terrors and wonders that are the universe of the Met.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/035/964/326/30ff2aad5998b4e4b15e00d831507dd1_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1641061728&auto=format&frame=1&q=92&s=c8a135d136bb1ea9008c4967639b1420[/inlineimg][/floatleft][b]Deadline:[/b]02-04-2022[url=https://www.kicktraq.com/projects/metgames/the-wounded-god-by-met-games/][IMG]https://www.kicktraq.com/projects/metgames/the-wounded-god-by-met-games//minichart.png[/IMG][/url],$122.25,,339.85,,
https://www.kickstarter.com/projects/889210931/the-adventurers-guide-to-the-bible?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8701314#item8701314,,https://www.kicktraq.com/projects/889210931/the-adventurers-guide-to-the-bible/,5E,,,The Adventurer's Guide to the Bible for 5E,February 5 2022,Y,USD,"78,458.00",1,"78,458.00",Y,N,Y,"$78,458",1426.00%,Ended,78458,1676332269552,January 6 2022,"A fifth edition campaign setting with new rule options for players and GMs, and a full adventure for characters of levels 1 - 10.",https://ksr-ugc.imgix.net/assets/036/007/467/3ef055d861c2bd2fe1c4f1be5db14963_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1641559734&auto=format&frame=1&q=92&s=d10e01d97368162e20a582848a6a2c1c,"[size=14][b][url=https://www.kickstarter.com/projects/889210931/the-adventurers-guide-to-the-bible?ref=discovery_category_newest]The Adventurer's Guide to the Bible for 5E[/url][/b][/size][q]A fifth edition campaign setting with new rule options for players and GMs, and a full adventure for characters of levels 1 - 10.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/007/467/3ef055d861c2bd2fe1c4f1be5db14963_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1641559734&auto=format&frame=1&q=92&s=d10e01d97368162e20a582848a6a2c1c[/inlineimg][/floatleft][b]Deadline:[/b]02-05-2022[url=https://www.kicktraq.com/projects/889210931/the-adventurers-guide-to-the-bible/][IMG]https://www.kicktraq.com/projects/889210931/the-adventurers-guide-to-the-bible//minichart.png[/IMG][/url]","$5,501.96",,"78,458.00",,
https://www.kickstarter.com/projects/evilpigeongames/apocalypse-in-a-box-undead-unicorn-invasion?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8714113#item8714113,,https://www.kicktraq.com/projects/evilpigeongames/apocalypse-in-a-box-undead-unicorn-invasion/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Apocalypse in a Box: Undead Unicorn Invasion,February 5 2022,Y,GBP,"2,936.00",1.35399,"3,975.31",Y,N,Y,"£2,936",5872.00%,Ended,3975.31,1676332269553,January 11 2022,A DnD supplement with an out-of-the-box apocalypse of undead unicorns to throw at your players! Suitable for any TTRPG.,https://ksr-ugc.imgix.net/assets/035/983/033/82dac2f0802e07a5f0dc9e8647926584_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1641303795&auto=format&frame=1&q=92&s=cc34d9132458f218e8c1104c44578375,[size=14][b][url=https://www.kickstarter.com/projects/evilpigeongames/apocalypse-in-a-box-undead-unicorn-invasion?ref=discovery_category_newest]Apocalypse in a Box: Undead Unicorn Invasion[/url][/b][/size][q]A DnD supplement with an out-of-the-box apocalypse of undead unicorns to throw at your players! Suitable for any TTRPG.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/035/983/033/82dac2f0802e07a5f0dc9e8647926584_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1641303795&auto=format&frame=1&q=92&s=cc34d9132458f218e8c1104c44578375[/inlineimg][/floatleft][b]Deadline:[/b]02-05-2022[url=https://www.kicktraq.com/projects/evilpigeongames/apocalypse-in-a-box-undead-unicorn-invasion/][IMG]https://www.kicktraq.com/projects/evilpigeongames/apocalypse-in-a-box-undead-unicorn-invasion//minichart.png[/IMG][/url],$67.70,,"3,975.31",,
