,,,1754522970792,,,,,,,,,,,,,,,,,,,2025-10-24,,,,,,,,
https://www.kickstarter.com/projects/primarchspencer/chasing-adventure-hardcover-edition/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10610349#10610349,,https://kicktraq.com/projects/primarchspencer/chasing-adventure-hardcover-edition/,non-5E,https://rpggeek.com/rpg/101387/chasing-adventure,,Chasing Adventure: Hardcover Edition,April 17 2024,Y,CAD,"12,306.00",0.7260899,"8,935.26",Y,N,Y,"$12,306 CAD",111.00%,Ended,8935.26,1739812326282,March 18 2024,Get a copy of this fantasy action-adventure roleplaying game for your shelf!,https://ksr-ugc.imgix.net/assets/042/431/458/b188a36bc1ec5df584c83181bbcd8b64_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1695625995&auto=format&frame=1&q=92&s=bc654f98007b47a4ddbeea768df19798,[size=14][b][url=https://www.kickstarter.com/projects/primarchspencer/chasing-adventure-hardcover-edition/?ref=kicktraq]Chasing Adventure: Hardcover Edition[/url][/b][/size][q]Get a copy of this fantasy action-adventure roleplaying game for your shelf![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/042/431/458/b188a36bc1ec5df584c83181bbcd8b64_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1695625995&auto=format&frame=1&q=92&s=bc654f98007b47a4ddbeea768df19798[/inlineimg][/floatleft][b]Deadline:[/b]04-17-2024[url=https://kicktraq.com/projects/primarchspencer/chasing-adventure-hardcover-edition/][IMG]https://kicktraq.com/projects/primarchspencer/chasing-adventure-hardcover-edition//minichart.png[/IMG][/url],"$8,049.79",,"8,935.26",,
https://www.kickstarter.com/projects/streetsofperil/storms-over-sturmburgh/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10435752#10435752,,https://kicktraq.com/projects/streetsofperil/storms-over-sturmburgh/,non-5E,https://rpggeek.com/rpg/101484/streets-peril,,Storms over Sturmburgh,February 19 2024,Y,USD,"6,266.00",1,"6,266.00",Y,N,Y,"$6,266",125.00%,Ended,6266,1739812326031,January 20 2024,"A supplement for the TTRPG, Streets of Peril. This book will provide a detailed setting along with new rules for maritime adventure.",https://ksr-ugc.imgix.net/assets/042/986/028/8a3bb78b1270051121e648f1f1f078bc_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1699420175&auto=format&frame=1&q=92&s=a09cf41fe53c82a8c1b716d267ac782d,"[size=14][b][url=https://www.kickstarter.com/projects/streetsofperil/storms-over-sturmburgh/?ref=kicktraq]Storms over Sturmburgh[/url][/b][/size][q]A supplement for the TTRPG, Streets of Peril. This book will provide a detailed setting along with new rules for maritime adventure.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/042/986/028/8a3bb78b1270051121e648f1f1f078bc_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1699420175&auto=format&frame=1&q=92&s=a09cf41fe53c82a8c1b716d267ac782d[/inlineimg][/floatleft][b]Deadline:[/b]02-19-2024[url=https://kicktraq.com/projects/streetsofperil/storms-over-sturmburgh/][IMG]https://kicktraq.com/projects/streetsofperil/storms-over-sturmburgh//minichart.png[/IMG][/url]","$5,012.80",,"6,266.00",,
https://www.kickstarter.com/projects/agonarchartist/sinless-billionaire-bounty?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10863194#10863194,,https://kicktraq.com/projects/agonarchartist/sinless-billionaire-bounty/,non-5E,https://rpggeek.com/rpg/102542/sinless,,Sinless: Billionaire Bounty,July 26 2024,Y,USD,"6,953.00",1,"6,953.00",Y,N,Y,"$6,953",173.00%,Ended,6953,1739812326558,June 28 2024,"The inaugural trove of quick start tools for Sinless, the shockingly playable fantasy cyberpunk tabletop role-playing game.",https://i.kickstarter.com/assets/045/458/957/7d4bc9f5231d0325324f3ed4e968b07a_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=V3KgEB38KCBKxZvpiAqYkCGVxlkaXLs9lSJWjqOkkz0%3D,"[size=14][b][url=https://www.kickstarter.com/projects/agonarchartist/sinless-billionaire-bounty?ref=kicktraq]Sinless: Billionaire Bounty[/url][/b][/size][q]The inaugural trove of quick start tools for Sinless, the shockingly playable fantasy cyberpunk tabletop role-playing game.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/458/957/7d4bc9f5231d0325324f3ed4e968b07a_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=V3KgEB38KCBKxZvpiAqYkCGVxlkaXLs9lSJWjqOkkz0%3D[/inlineimg][/floatleft][b]Deadline:[/b]07-26-2024[url=https://kicktraq.com/projects/agonarchartist/sinless-billionaire-bounty/][IMG]https://kicktraq.com/projects/agonarchartist/sinless-billionaire-bounty//minichart.png[/IMG][/url]","$4,019.08",,"6,953.00",,
https://www.kickstarter.com/projects/slavdomstudio/slav-borg-gurlitz-grand-prix-a-racing-adventure-rpg/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=11294824#11294824,,https://kicktraq.com/projects/slavdomstudio/slav-borg-gurlitz-grand-prix-a-racing-adventure-rpg/,non-5E,https://rpggeek.com/rpg/103216/slav-borg,,"SLAV BORG: Gurlitz Grand Prix, a racing adventure RPG",December 20 2024,Y,EUR,"7,222.00",1.04318798,"7,533.90",Y,N,Y,"€7,222",120.00%,Ended,7533.9,1739812326977,November 27 2024,"Bandit realm, goblin upstarts, and the mysterious visitor that wants to change it all up. Race to the top, or skim wealth from it!",https://i.kickstarter.com/assets/047/151/111/db09abe03ea1cac14319d9fc7e6349ce_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1730730200&width=160&sig=VnOtdL0gYonrhsEAqIkuwAFRcyD2O%2BSDq23BVz9jZ%2BA%3D,"[size=14][b][url=https://www.kickstarter.com/projects/slavdomstudio/slav-borg-gurlitz-grand-prix-a-racing-adventure-rpg/?ref=kicktraq]SLAV BORG: Gurlitz Grand Prix, a racing adventure RPG[/url][/b][/size][q]Bandit realm, goblin upstarts, and the mysterious visitor that wants to change it all up. Race to the top, or skim wealth from it![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/047/151/111/db09abe03ea1cac14319d9fc7e6349ce_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1730730200&width=160&sig=VnOtdL0gYonrhsEAqIkuwAFRcyD2O%2BSDq23BVz9jZ%2BA%3D[/inlineimg][/floatleft][b]Deadline:[/b]12-20-2024[url=https://kicktraq.com/projects/slavdomstudio/slav-borg-gurlitz-grand-prix-a-racing-adventure-rpg/][IMG]https://kicktraq.com/projects/slavdomstudio/slav-borg-gurlitz-grand-prix-a-racing-adventure-rpg//minichart.png[/IMG][/url]","$6,278.25",,"7,533.90",,1
https://www.kickstarter.com/projects/hammercitygames/hypermall-unlimited-violence-physical-release/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10988465#10988465,,https://kicktraq.com/projects/hammercitygames/hypermall-unlimited-violence-physical-release/,non-5E,https://rpggeek.com/rpg/103459/hypermalltm-unlimited-violence,,HyperMall: Unlimited Violence - Physical Release,September 12 2024,Y,CAD,"11,991.00",0.736585,"8,832.39",Y,N,Y,"$11,991 CAD",119.00%,Ended,8832.39,1739812326687,August 13 2024,The physical release of the post-capitalist schizo corpo buzzword TTRPG trying to turn culture warfare into class warfare!,https://i.kickstarter.com/assets/045/441/037/5de4dcdc2c614b22f303dd89e4eb6a49_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=Lj8QhUMGGMN3jzUNoWu0zn0bumOxN5OpUmt34M74ABU%3D,[size=14][b][url=https://www.kickstarter.com/projects/hammercitygames/hypermall-unlimited-violence-physical-release/?ref=kicktraq]HyperMall: Unlimited Violence - Physical Release[/url][/b][/size][q]The physical release of the post-capitalist schizo corpo buzzword TTRPG trying to turn culture warfare into class warfare![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/441/037/5de4dcdc2c614b22f303dd89e4eb6a49_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=Lj8QhUMGGMN3jzUNoWu0zn0bumOxN5OpUmt34M74ABU%3D[/inlineimg][/floatleft][b]Deadline:[/b]09-12-2024[url=https://kicktraq.com/projects/hammercitygames/hypermall-unlimited-violence-physical-release/][IMG]https://kicktraq.com/projects/hammercitygames/hypermall-unlimited-violence-physical-release//minichart.png[/IMG][/url],"$7,422.18",,"8,832.39",,
https://www.kickstarter.com/projects/1176616619/shadows-of-esteren-rpg-elegy/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10702330#10702330,,https://kicktraq.com/projects/1176616619/shadows-of-esteren-rpg-elegy/,non-5E,https://rpggeek.com/rpg/10515/les-ombres-desteren,,Shadows of Esteren - A Medieval Horror RPG: Dearg 2,May 17 2024,Y,USD,"130,377.00",1,"130,377.00",Y,N,Y,"$130,377",1303.00%,Ended,130377,1739812326367,April 23 2024,"Heavy on roleplay, light on rules🌹The most awarded French TTRPG returns with new releases & the final season of the official campaign",https://i.kickstarter.com/assets/044/787/527/616dbd4c1e2adcb6c43e1dedcc5f9408_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=VebJv5TMBy158tPnBlRCjcUJ%2B1Bg%2B3g9ROIUVl2UhEE%3D,"[size=14][b][url=https://www.kickstarter.com/projects/1176616619/shadows-of-esteren-rpg-elegy/?ref=kicktraq]Shadows of Esteren - A Medieval Horror RPG: Dearg 2[/url][/b][/size][q]Heavy on roleplay, light on rules🌹The most awarded French TTRPG returns with new releases & the final season of the official campaign[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/044/787/527/616dbd4c1e2adcb6c43e1dedcc5f9408_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=VebJv5TMBy158tPnBlRCjcUJ%2B1Bg%2B3g9ROIUVl2UhEE%3D[/inlineimg][/floatleft][b]Deadline:[/b]05-17-2024[url=https://kicktraq.com/projects/1176616619/shadows-of-esteren-rpg-elegy/][IMG]https://kicktraq.com/projects/1176616619/shadows-of-esteren-rpg-elegy//minichart.png[/IMG][/url]","$10,005.91",,"130,377.00",,
https://www.kickstarter.com/projects/sunze/the-obscure-files/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=11292372#11292372,,https://kicktraq.com/projects/sunze/the-obscure-files/,non-5E,https://rpggeek.com/rpg/105188/obscure,,The OBSCURE Files,December 10 2024,Y,EUR,"6,368.00",1.053135,"6,706.36",Y,N,Y,"€6,368",318.00%,Ended,6706.36,1739812326945,November 26 2024,"The official 3rd Party Zine for the award winning OBSCURE, packed with scenarios created by the community. 90s Found Footage Horror.",https://i.kickstarter.com/assets/047/406/232/a6680e4318e4e807c56d2768f0f35547_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1732639932&width=160&sig=xJSzezlKLnDxs9yG%2BcY6oScA3Hu6AptOrwLgpmJrX08%3D,"[size=14][b][url=https://www.kickstarter.com/projects/sunze/the-obscure-files/?ref=kicktraq]The OBSCURE Files[/url][/b][/size][q]The official 3rd Party Zine for the award winning OBSCURE, packed with scenarios created by the community. 90s Found Footage Horror.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/047/406/232/a6680e4318e4e807c56d2768f0f35547_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1732639932&width=160&sig=xJSzezlKLnDxs9yG%2BcY6oScA3Hu6AptOrwLgpmJrX08%3D[/inlineimg][/floatleft][b]Deadline:[/b]12-10-2024[url=https://kicktraq.com/projects/sunze/the-obscure-files/][IMG]https://kicktraq.com/projects/sunze/the-obscure-files//minichart.png[/IMG][/url]","$2,108.92",,"6,706.36",,
https://www.kickstarter.com/projects/neonrot/chorogaiden-sunflower?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=11164307#11164307,,https://kicktraq.com/projects/neonrot/chorogaiden-sunflower/,non-5E,https://rpggeek.com/rpg/106048/choro-gaiden,,Chorogaiden(チョロ外伝): Sunflower - Expansion Analog Horror,November 9 2024,Y,GBP,"4,176.00",1.29215,"5,396.02",Y,N,Y,"£4,176",208.00%,Ended,5396.02,1739812326850,October 10 2024,"A brand new expansion to Chorogaiden (チョロ外伝). Also a reprinting of Chorogaiden, the Japanese horror, Itou Junji-inspired Tabletop RPG.",https://i.kickstarter.com/assets/046/738/678/d5875069e497536bae36f89312b21fc3_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=bmstl1kXH%2BZ3yVoo1A9NIdS4CRQmOT3%2Fc5cnbo4Bak0%3D,"[size=14][b][url=https://www.kickstarter.com/projects/neonrot/chorogaiden-sunflower?ref=kicktraq]Chorogaiden(チョロ外伝): Sunflower - Expansion Analog Horror[/url][/b][/size][q]A brand new expansion to Chorogaiden (チョロ外伝). Also a reprinting of Chorogaiden, the Japanese horror, Itou Junji-inspired Tabletop RPG.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/046/738/678/d5875069e497536bae36f89312b21fc3_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=bmstl1kXH%2BZ3yVoo1A9NIdS4CRQmOT3%2Fc5cnbo4Bak0%3D[/inlineimg][/floatleft][b]Deadline:[/b]11-09-2024[url=https://kicktraq.com/projects/neonrot/chorogaiden-sunflower/][IMG]https://kicktraq.com/projects/neonrot/chorogaiden-sunflower//minichart.png[/IMG][/url]","$2,594.24",,"5,396.02",,
https://www.kickstarter.com/projects/philipreed/deadly-chaotic-corruptions-a-dungeon-crawl-classics-zine/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10397045#10397045,,https://kicktraq.com/projects/philipreed/deadly-chaotic-corruptions-a-dungeon-crawl-classics-zine/,non-5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,"Deadly Chaotic Corruptions, A Dungeon Crawl Classics Zine",January 10 2024,Y,USD,"3,799.00",1,"3,799.00",Y,N,Y,"$3,799",1519.00%,Ended,3799,1739812325957,January 8 2024,Alternate wizard spell corruptions for the Dungeon Crawl Classics RPG. Written by Lex Morgan and Philip Reed.,https://ksr-ugc.imgix.net/assets/043/495/905/880a391754ec4c75ad36f7fbcbfcb58b_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1703849684&auto=format&frame=1&q=92&s=f1b8bc7d78aaf609502671935692ee7f,"[size=14][b][url=https://www.kickstarter.com/projects/philipreed/deadly-chaotic-corruptions-a-dungeon-crawl-classics-zine/?ref=kicktraq]Deadly Chaotic Corruptions, A Dungeon Crawl Classics Zine[/url][/b][/size][q]Alternate wizard spell corruptions for the Dungeon Crawl Classics RPG. Written by Lex Morgan and Philip Reed.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/043/495/905/880a391754ec4c75ad36f7fbcbfcb58b_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1703849684&auto=format&frame=1&q=92&s=f1b8bc7d78aaf609502671935692ee7f[/inlineimg][/floatleft][b]Deadline:[/b]01-10-2024[url=https://kicktraq.com/projects/philipreed/deadly-chaotic-corruptions-a-dungeon-crawl-classics-zine/][IMG]https://kicktraq.com/projects/philipreed/deadly-chaotic-corruptions-a-dungeon-crawl-classics-zine//minichart.png[/IMG][/url]",$250.10,,"3,799.00",,1
https://www.kickstarter.com/projects/father-goose/pulp-heroes-0/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10482052#10482052,,https://kicktraq.com/projects/father-goose/pulp-heroes-0/,non-5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,PULP HEROES,February 15 2024,Y,USD,"2,729.00",1,"2,729.00",Y,N,Y,"$2,729",272.00%,Ended,2729,1739812326015,February 1 2024,Campaign Options for Sword & Sorcery Style DCC Campaigns,https://ksr-ugc.imgix.net/assets/043/672/856/5e6b6aa423296d9adb825c56ead13153_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1705373070&auto=format&frame=1&q=92&s=e7df176886316e5d5ff19f08873f0cee,[size=14][b][url=https://www.kickstarter.com/projects/father-goose/pulp-heroes-0/?ref=kicktraq]PULP HEROES[/url][/b][/size][q]Campaign Options for Sword & Sorcery Style DCC Campaigns[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/043/672/856/5e6b6aa423296d9adb825c56ead13153_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1705373070&auto=format&frame=1&q=92&s=e7df176886316e5d5ff19f08873f0cee[/inlineimg][/floatleft][b]Deadline:[/b]02-15-2024[url=https://kicktraq.com/projects/father-goose/pulp-heroes-0/][IMG]https://kicktraq.com/projects/father-goose/pulp-heroes-0//minichart.png[/IMG][/url],"$1,003.31",,"2,729.00",,1
https://www.kickstarter.com/projects/twinmagigames/goblins-0/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10491698#10491698,,https://kicktraq.com/projects/twinmagigames/goblins-0/,non-5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,GOBLINS!,February 15 2024,Y,USD,"1,800.00",1,"1,800.00",Y,N,Y,"$1,800",720.00%,Ended,1800,1739812326015,February 1 2024,"A zine containing goblin, hobgoblin, and bugbear classes for the Dungeon Crawl Classics Role Playing Game.",https://ksr-ugc.imgix.net/assets/043/762/811/31bfe8420e46dfd860795aaa0b12298e_original.jpeg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1706024706&auto=format&frame=1&q=92&s=df640d69b59f7bb54bfd75fe567ae2f0,"[size=14][b][url=https://www.kickstarter.com/projects/twinmagigames/goblins-0/?ref=kicktraq]GOBLINS![/url][/b][/size][q]A zine containing goblin, hobgoblin, and bugbear classes for the Dungeon Crawl Classics Role Playing Game.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/043/762/811/31bfe8420e46dfd860795aaa0b12298e_original.jpeg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1706024706&auto=format&frame=1&q=92&s=df640d69b59f7bb54bfd75fe567ae2f0[/inlineimg][/floatleft][b]Deadline:[/b]02-15-2024[url=https://kicktraq.com/projects/twinmagigames/goblins-0/][IMG]https://kicktraq.com/projects/twinmagigames/goblins-0//minichart.png[/IMG][/url]",$250.00,,"1,800.00",,1
https://www.kickstarter.com/projects/mcfunk/pilgrims-of-the-goblin-road/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10442731#10442731,,https://kicktraq.com/projects/mcfunk/pilgrims-of-the-goblin-road/,non-5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,Pilgrims of the Goblin Road,February 22 2024,Y,USD,"2,682.00",1,Not Funded,N,Y,N,"$2,682",48.00%,Cancelled,0,1739812326044,January 22 2024,Legends of Lohre folklore-based roleplay returns for DCC with a Level-1 adventure of secret agendas and twisted challenges.,https://ksr-ugc.imgix.net/assets/043/629/819/43dffc02b676666963247a8b8ff01c97_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1705011712&auto=format&frame=1&q=92&s=d1289d3935fadee05ab93dafe9406217,[size=14][b][url=https://www.kickstarter.com/projects/mcfunk/pilgrims-of-the-goblin-road/?ref=kicktraq]Pilgrims of the Goblin Road[/url][/b][/size][q]Legends of Lohre folklore-based roleplay returns for DCC with a Level-1 adventure of secret agendas and twisted challenges.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/043/629/819/43dffc02b676666963247a8b8ff01c97_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1705011712&auto=format&frame=1&q=92&s=d1289d3935fadee05ab93dafe9406217[/inlineimg][/floatleft][b]Deadline:[/b]02-22-2024[url=https://kicktraq.com/projects/mcfunk/pilgrims-of-the-goblin-road/][IMG]https://kicktraq.com/projects/mcfunk/pilgrims-of-the-goblin-road//minichart.png[/IMG][/url],,5587.5,,,1
https://www.kickstarter.com/projects/302880466/the-elixir-of-kosomodes/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10475776#10475776,,https://kicktraq.com/projects/302880466/the-elixir-of-kosomodes/,non-5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,The Elixir of Kosomodes: A Zine Quest adventure for DCC RPG,February 22 2024,Y,USD,"2,454.00",1,"2,454.00",Y,N,Y,"$2,454",245.00%,Ended,2454,1739812326048,February 1 2024,"A level-1, city-themed, weird fantasy TTRPG adventure for Dungeon Crawl Classics.",https://ksr-ugc.imgix.net/assets/043/648/266/05bee7f5fb1118df61432f02b647980a_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1705174196&auto=format&frame=1&q=92&s=a2a520ae1b8c2294dbfa9c8e3304fe21,"[size=14][b][url=https://www.kickstarter.com/projects/302880466/the-elixir-of-kosomodes/?ref=kicktraq]The Elixir of Kosomodes: A Zine Quest adventure for DCC RPG[/url][/b][/size][q]A level-1, city-themed, weird fantasy TTRPG adventure for Dungeon Crawl Classics.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/043/648/266/05bee7f5fb1118df61432f02b647980a_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1705174196&auto=format&frame=1&q=92&s=a2a520ae1b8c2294dbfa9c8e3304fe21[/inlineimg][/floatleft][b]Deadline:[/b]02-22-2024[url=https://kicktraq.com/projects/302880466/the-elixir-of-kosomodes/][IMG]https://kicktraq.com/projects/302880466/the-elixir-of-kosomodes//minichart.png[/IMG][/url]","$1,001.63",,"2,454.00",,1
https://www.kickstarter.com/projects/darkestdice/ninja-city-drug-demon-disco/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10527928#10527928,,https://kicktraq.com/projects/darkestdice/ninja-city-drug-demon-disco/,non-5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,Ninja City: Drug Demon Disco,February 26 2024,Y,USD,"4,270.00",1,"4,270.00",Y,N,Y,"$4,270",474.00%,Ended,4270,1739812326069,February 6 2024,Return to Ninja City! A ninja themed supplemental 3PP zine for Dungeon Crawl Classics,https://ksr-ugc.imgix.net/assets/043/721/497/b77f9498c7f611f05649a9892a9199ed_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1705697196&auto=format&frame=1&q=92&s=6fca17d42852adda511797baea7339e0,[size=14][b][url=https://www.kickstarter.com/projects/darkestdice/ninja-city-drug-demon-disco/?ref=kicktraq]Ninja City: Drug Demon Disco[/url][/b][/size][q]Return to Ninja City! A ninja themed supplemental 3PP zine for Dungeon Crawl Classics[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/043/721/497/b77f9498c7f611f05649a9892a9199ed_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1705697196&auto=format&frame=1&q=92&s=6fca17d42852adda511797baea7339e0[/inlineimg][/floatleft][b]Deadline:[/b]02-26-2024[url=https://kicktraq.com/projects/darkestdice/ninja-city-drug-demon-disco/][IMG]https://kicktraq.com/projects/darkestdice/ninja-city-drug-demon-disco//minichart.png[/IMG][/url],$900.84,,"4,270.00",,1
https://www.kickstarter.com/projects/wwlr/silam-no-1-and-no-2-zines-for-dungeon-crawl-classics/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10527920#10527920,,https://kicktraq.com/projects/wwlr/silam-no-1-and-no-2-zines-for-dungeon-crawl-classics/,non-5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,Silam No. 1 & No. 2: Zines for Dungeon Crawl Classics,February 27 2024,Y,USD,"2,048.00",1,"2,048.00",Y,N,Y,"$2,048",682.00%,Ended,2048,1739812326072,February 6 2024,"Explore an alternative fantasy setting with new adventures, original races and deities for Dungeon Crawl Classics!",https://ksr-ugc.imgix.net/assets/043/801/598/b6e761abe8270f78275fe2fcbf5dd56f_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1706305705&auto=format&frame=1&q=92&s=2cb4ea17ca936fff95e839de89c59b49,"[size=14][b][url=https://www.kickstarter.com/projects/wwlr/silam-no-1-and-no-2-zines-for-dungeon-crawl-classics/?ref=kicktraq]Silam No. 1 & No. 2: Zines for Dungeon Crawl Classics[/url][/b][/size][q]Explore an alternative fantasy setting with new adventures, original races and deities for Dungeon Crawl Classics![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/043/801/598/b6e761abe8270f78275fe2fcbf5dd56f_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1706305705&auto=format&frame=1&q=92&s=2cb4ea17ca936fff95e839de89c59b49[/inlineimg][/floatleft][b]Deadline:[/b]02-27-2024[url=https://kicktraq.com/projects/wwlr/silam-no-1-and-no-2-zines-for-dungeon-crawl-classics/][IMG]https://kicktraq.com/projects/wwlr/silam-no-1-and-no-2-zines-for-dungeon-crawl-classics//minichart.png[/IMG][/url]",$300.29,,"2,048.00",,1
https://www.kickstarter.com/projects/fuptuk/the-sorcerers-fate/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10475641#10475641,,https://kicktraq.com/projects/fuptuk/the-sorcerers-fate/,non-5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,The Sorcerer's Fate,March 1 2024,Y,USD,"3,504.00",1,"3,504.00",Y,N,Y,"$3,504",233.00%,Ended,3504,1739812326107,February 1 2024,Darkness and mayhem await the village losers sent to learn the sorcerer's fate in this 0-level funnel for Dungeon Crawl Classics.,https://ksr-ugc.imgix.net/assets/043/824/313/939599cf5f8a392529c1b84873780279_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1706550423&auto=format&frame=1&q=92&s=fab7b4d29b5b463f2d1a046d9cbafdc9,[size=14][b][url=https://www.kickstarter.com/projects/fuptuk/the-sorcerers-fate/?ref=kicktraq]The Sorcerer's Fate[/url][/b][/size][q]Darkness and mayhem await the village losers sent to learn the sorcerer's fate in this 0-level funnel for Dungeon Crawl Classics.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/043/824/313/939599cf5f8a392529c1b84873780279_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1706550423&auto=format&frame=1&q=92&s=fab7b4d29b5b463f2d1a046d9cbafdc9[/inlineimg][/floatleft][b]Deadline:[/b]03-01-2024[url=https://kicktraq.com/projects/fuptuk/the-sorcerers-fate/][IMG]https://kicktraq.com/projects/fuptuk/the-sorcerers-fate//minichart.png[/IMG][/url],"$1,503.86",,"3,504.00",,1
